program_id,university_id,university_name,province,city,program_name,degree_level,field_category,duration_years,eligibility,fee_per_year,required_traits,apply_url
fest_00389,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,114999,"Research-minded, Persistent, Coding",https://www.uetpeshawar.edu.pk/admissions
fest_00390,uet-pesh,UET Peshawar,Khyber Pakhtunkhwa,Peshawar,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,114999,"Research, Persistence, Innovation",https://www.uetpeshawar.edu.pk/admissions
fest_00391,giki,GIKI,Khyber Pakhtunkhwa,Topi,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,1092500,"Quantitative, Practical, Problem-solving",https://admissions.giki.edu.pk/
fest_00392,giki,GIKI,Khyber Pakhtunkhwa,Topi,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,1092500,"Hands-on, Analytical, Systems-thinking",https://admissions.giki.edu.pk/
fest_00393,giki,GIKI,Khyber Pakhtunkhwa,Topi,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,1092500,"Detail-oriented, Field-ready, Analytical",https://admissions.giki.edu.pk/
fest_00394,giki,GIKI,Khyber Pakhtunkhwa,Topi,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,1092500,"Logical, Coding, Teamwork",https://admissions.giki.edu.pk/
fest_00395,giki,GIKI,Khyber Pakhtunkhwa,Topi,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,1092500,"Research, Analytical, Design",https://admissions.giki.edu.pk/
fest_00396,giki,GIKI,Khyber Pakhtunkhwa,Topi,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,1092500,"Research, Innovation, Persistence",https://admissions.giki.edu.pk/
fest_00397,giki,GIKI,Khyber Pakhtunkhwa,Topi,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,1092500,"Analytical, Logical, Problem-solver",https://admissions.giki.edu.pk/
fest_00398,giki,GIKI,Khyber Pakhtunkhwa,Topi,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,1092500,"Detail-oriented, Teamwork, Coding",https://admissions.giki.edu.pk/
fest_00399,giki,GIKI,Khyber Pakhtunkhwa,Topi,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,1092500,"Quantitative, Curious, Analytical",https://admissions.giki.edu.pk/
fest_00400,giki,GIKI,Khyber Pakhtunkhwa,Topi,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,1092500,"Innovative, Analytical, Math-friendly",https://admissions.giki.edu.pk/
fest_00401,giki,GIKI,Khyber Pakhtunkhwa,Topi,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,1092500,"Research-minded, Persistent, Coding",https://admissions.giki.edu.pk/
fest_00402,giki,GIKI,Khyber Pakhtunkhwa,Topi,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,1092500,"Research, Persistence, Innovation",https://admissions.giki.edu.pk/
fest_00403,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Analytical, Logical, Problem-solver",https://imsciences.edu.pk/admissions
fest_00404,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Detail-oriented, Teamwork, Coding",https://imsciences.edu.pk/admissions
fest_00405,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Quantitative, Curious, Analytical",https://imsciences.edu.pk/admissions
fest_00406,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Innovative, Analytical, Math-friendly",https://imsciences.edu.pk/admissions
fest_00407,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,287500,"Research-minded, Persistent, Coding",https://imsciences.edu.pk/admissions
fest_00408,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,287500,"Research, Persistence, Innovation",https://imsciences.edu.pk/admissions
fest_00409,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,275000,"Leadership, Communication, Problem-solving",https://imsciences.edu.pk/admissions
fest_00410,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,275000,"Quantitative, Detail-oriented, Integrity",https://imsciences.edu.pk/admissions
fest_00411,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,275000,"Analytical, Quantitative, Research-minded",https://imsciences.edu.pk/admissions
fest_00412,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,MBA,Masters,Business,2,16-year degree + test/interview.,275000,"Leadership, Strategy, Communication",https://imsciences.edu.pk/admissions
fest_00413,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,275000,"Research, Strategy, Quantitative",https://imsciences.edu.pk/admissions
fest_00414,imsciences,IMSciences Peshawar,Khyber Pakhtunkhwa,Peshawar,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,275000,"Research, Persistence, Strategic",https://imsciences.edu.pk/admissions
fest_00415,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,264500,"Quantitative, Practical, Problem-solving",https://www.cityuniversity.edu.pk/admissions
fest_00416,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,264500,"Hands-on, Analytical, Systems-thinking",https://www.cityuniversity.edu.pk/admissions
fest_00417,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,264500,"Detail-oriented, Field-ready, Analytical",https://www.cityuniversity.edu.pk/admissions
fest_00418,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,264500,"Logical, Coding, Teamwork",https://www.cityuniversity.edu.pk/admissions
fest_00419,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,264500,"Research, Analytical, Design",https://www.cityuniversity.edu.pk/admissions
fest_00420,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,264500,"Research, Innovation, Persistence",https://www.cityuniversity.edu.pk/admissions
fest_00421,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,264500,"Analytical, Logical, Problem-solver",https://www.cityuniversity.edu.pk/admissions
fest_00422,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,264500,"Detail-oriented, Teamwork, Coding",https://www.cityuniversity.edu.pk/admissions
fest_00423,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,264500,"Quantitative, Curious, Analytical",https://www.cityuniversity.edu.pk/admissions
fest_00424,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,264500,"Innovative, Analytical, Math-friendly",https://www.cityuniversity.edu.pk/admissions
fest_00425,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,264500,"Research-minded, Persistent, Coding",https://www.cityuniversity.edu.pk/admissions
fest_00426,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,264500,"Research, Persistence, Innovation",https://www.cityuniversity.edu.pk/admissions
fest_00427,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,253000,"Leadership, Communication, Problem-solving",https://www.cityuniversity.edu.pk/admissions
fest_00428,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,253000,"Quantitative, Detail-oriented, Integrity",https://www.cityuniversity.edu.pk/admissions
fest_00429,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,253000,"Analytical, Quantitative, Research-minded",https://www.cityuniversity.edu.pk/admissions
fest_00430,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,MBA,Masters,Business,2,16-year degree + test/interview.,253000,"Leadership, Strategy, Communication",https://www.cityuniversity.edu.pk/admissions
fest_00431,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,253000,"Research, Strategy, Quantitative",https://www.cityuniversity.edu.pk/admissions
fest_00432,city-pesh,City University of Science & IT (CUSIT),Khyber Pakhtunkhwa,Peshawar,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,253000,"Research, Persistence, Strategic",https://www.cityuniversity.edu.pk/admissions
fest_00433,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Quantitative, Practical, Problem-solving",https://www.cecos.edu.pk/admissions
fest_00434,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Hands-on, Analytical, Systems-thinking",https://www.cecos.edu.pk/admissions
fest_00435,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Detail-oriented, Field-ready, Analytical",https://www.cecos.edu.pk/admissions
fest_00436,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,287500,"Logical, Coding, Teamwork",https://www.cecos.edu.pk/admissions
fest_00437,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,287500,"Research, Analytical, Design",https://www.cecos.edu.pk/admissions
fest_00438,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,287500,"Research, Innovation, Persistence",https://www.cecos.edu.pk/admissions
fest_00439,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Analytical, Logical, Problem-solver",https://www.cecos.edu.pk/admissions
fest_00440,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Detail-oriented, Teamwork, Coding",https://www.cecos.edu.pk/admissions
fest_00441,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Quantitative, Curious, Analytical",https://www.cecos.edu.pk/admissions
fest_00442,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Innovative, Analytical, Math-friendly",https://www.cecos.edu.pk/admissions
fest_00443,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,287500,"Research-minded, Persistent, Coding",https://www.cecos.edu.pk/admissions
fest_00444,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,287500,"Research, Persistence, Innovation",https://www.cecos.edu.pk/admissions
fest_00445,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,275000,"Leadership, Communication, Problem-solving",https://www.cecos.edu.pk/admissions
fest_00446,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,275000,"Quantitative, Detail-oriented, Integrity",https://www.cecos.edu.pk/admissions
fest_00447,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,275000,"Analytical, Quantitative, Research-minded",https://www.cecos.edu.pk/admissions
fest_00448,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,MBA,Masters,Business,2,16-year degree + test/interview.,275000,"Leadership, Strategy, Communication",https://www.cecos.edu.pk/admissions
fest_00449,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,275000,"Research, Strategy, Quantitative",https://www.cecos.edu.pk/admissions
fest_00450,cecos,CECOS University,Khyber Pakhtunkhwa,Peshawar,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,275000,"Research, Persistence, Strategic",https://www.cecos.edu.pk/admissions
fest_00451,buitems,BUITEMS Quetta,Balochistan,Quetta,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Quantitative, Practical, Problem-solving",https://admissions.buitms.edu.pk/
fest_00452,buitems,BUITEMS Quetta,Balochistan,Quetta,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Hands-on, Analytical, Systems-thinking",https://admissions.buitms.edu.pk/
fest_00453,buitems,BUITEMS Quetta,Balochistan,Quetta,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Detail-oriented, Field-ready, Analytical",https://admissions.buitms.edu.pk/
fest_00454,buitems,BUITEMS Quetta,Balochistan,Quetta,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,120749,"Logical, Coding, Teamwork",https://admissions.buitms.edu.pk/
fest_00455,buitems,BUITEMS Quetta,Balochistan,Quetta,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,120749,"Research, Analytical, Design",https://admissions.buitms.edu.pk/
fest_00456,buitems,BUITEMS Quetta,Balochistan,Quetta,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,120749,"Research, Innovation, Persistence",https://admissions.buitms.edu.pk/
fest_00457,buitems,BUITEMS Quetta,Balochistan,Quetta,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,120749,"Analytical, Logical, Problem-solver",https://admissions.buitms.edu.pk/
fest_00458,buitems,BUITEMS Quetta,Balochistan,Quetta,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,120749,"Detail-oriented, Teamwork, Coding",https://admissions.buitms.edu.pk/
fest_00459,buitems,BUITEMS Quetta,Balochistan,Quetta,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,120749,"Quantitative, Curious, Analytical",https://admissions.buitms.edu.pk/
fest_00460,buitems,BUITEMS Quetta,Balochistan,Quetta,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,120749,"Innovative, Analytical, Math-friendly",https://admissions.buitms.edu.pk/
fest_00461,buitems,BUITEMS Quetta,Balochistan,Quetta,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,120749,"Research-minded, Persistent, Coding",https://admissions.buitms.edu.pk/
fest_00462,buitems,BUITEMS Quetta,Balochistan,Quetta,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,120749,"Research, Persistence, Innovation",https://admissions.buitms.edu.pk/
fest_00463,buitems,BUITEMS Quetta,Balochistan,Quetta,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,115500,"Leadership, Communication, Problem-solving",https://admissions.buitms.edu.pk/
fest_00464,buitems,BUITEMS Quetta,Balochistan,Quetta,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,115500,"Quantitative, Detail-oriented, Integrity",https://admissions.buitms.edu.pk/
fest_00465,buitems,BUITEMS Quetta,Balochistan,Quetta,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,115500,"Analytical, Quantitative, Research-minded",https://admissions.buitms.edu.pk/
fest_00466,buitems,BUITEMS Quetta,Balochistan,Quetta,MBA,Masters,Business,2,16-year degree + test/interview.,115500,"Leadership, Strategy, Communication",https://admissions.buitms.edu.pk/
fest_00467,buitems,BUITEMS Quetta,Balochistan,Quetta,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,115500,"Research, Strategy, Quantitative",https://admissions.buitms.edu.pk/
fest_00468,buitems,BUITEMS Quetta,Balochistan,Quetta,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,115500,"Research, Persistence, Strategic",https://admissions.buitms.edu.pk/
fest_00469,buetk,BUET Khuzdar,Balochistan,Khuzdar,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Quantitative, Practical, Problem-solving",https://www.buetk.edu.pk/admissions
fest_00470,buetk,BUET Khuzdar,Balochistan,Khuzdar,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Hands-on, Analytical, Systems-thinking",https://www.buetk.edu.pk/admissions
fest_00471,buetk,BUET Khuzdar,Balochistan,Khuzdar,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,120749,"Detail-oriented, Field-ready, Analytical",https://www.buetk.edu.pk/admissions
fest_00472,buetk,BUET Khuzdar,Balochistan,Khuzdar,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,120749,"Logical, Coding, Teamwork",https://www.buetk.edu.pk/admissions
fest_00473,buetk,BUET Khuzdar,Balochistan,Khuzdar,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,120749,"Research, Analytical, Design",https://www.buetk.edu.pk/admissions
fest_00474,buetk,BUET Khuzdar,Balochistan,Khuzdar,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,120749,"Research, Innovation, Persistence",https://www.buetk.edu.pk/admissions
fest_00475,buetk,BUET Khuzdar,Balochistan,Khuzdar,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,120749,"Analytical, Logical, Problem-solver",https://www.buetk.edu.pk/admissions
fest_00476,buetk,BUET Khuzdar,Balochistan,Khuzdar,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,120749,"Detail-oriented, Teamwork, Coding",https://www.buetk.edu.pk/admissions
fest_00477,buetk,BUET Khuzdar,Balochistan,Khuzdar,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,120749,"Quantitative, Curious, Analytical",https://www.buetk.edu.pk/admissions
fest_00478,buetk,BUET Khuzdar,Balochistan,Khuzdar,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,120749,"Innovative, Analytical, Math-friendly",https://www.buetk.edu.pk/admissions
fest_00479,buetk,BUET Khuzdar,Balochistan,Khuzdar,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,120749,"Research-minded, Persistent, Coding",https://www.buetk.edu.pk/admissions
fest_00480,buetk,BUET Khuzdar,Balochistan,Khuzdar,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,120749,"Research, Persistence, Innovation",https://www.buetk.edu.pk/admissions
fest_00481,nust,NUST,Islamabad Capital Territory,Islamabad,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,632500,"Quantitative, Practical, Problem-solving",https://ugadmissions.nust.edu.pk/
fest_00482,nust,NUST,Islamabad Capital Territory,Islamabad,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,632500,"Hands-on, Analytical, Systems-thinking",https://ugadmissions.nust.edu.pk/
fest_00483,nust,NUST,Islamabad Capital Territory,Islamabad,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,632500,"Detail-oriented, Field-ready, Analytical",https://ugadmissions.nust.edu.pk/
fest_00484,nust,NUST,Islamabad Capital Territory,Islamabad,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,632500,"Logical, Coding, Teamwork",https://ugadmissions.nust.edu.pk/
fest_00485,nust,NUST,Islamabad Capital Territory,Islamabad,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,632500,"Research, Analytical, Design",https://ugadmissions.nust.edu.pk/
fest_00486,nust,NUST,Islamabad Capital Territory,Islamabad,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,632500,"Research, Innovation, Persistence",https://ugadmissions.nust.edu.pk/
fest_00487,nust,NUST,Islamabad Capital Territory,Islamabad,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,632500,"Analytical, Logical, Problem-solver",https://ugadmissions.nust.edu.pk/
fest_00488,nust,NUST,Islamabad Capital Territory,Islamabad,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,632500,"Detail-oriented, Teamwork, Coding",https://ugadmissions.nust.edu.pk/
fest_00489,nust,NUST,Islamabad Capital Territory,Islamabad,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,632500,"Quantitative, Curious, Analytical",https://ugadmissions.nust.edu.pk/
fest_00490,nust,NUST,Islamabad Capital Territory,Islamabad,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,632500,"Innovative, Analytical, Math-friendly",https://ugadmissions.nust.edu.pk/
fest_00491,nust,NUST,Islamabad Capital Territory,Islamabad,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,632500,"Research-minded, Persistent, Coding",https://ugadmissions.nust.edu.pk/
fest_00492,nust,NUST,Islamabad Capital Territory,Islamabad,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,632500,"Research, Persistence, Innovation",https://ugadmissions.nust.edu.pk/
fest_00493,nust,NUST,Islamabad Capital Territory,Islamabad,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,605000,"Leadership, Communication, Problem-solving",https://ugadmissions.nust.edu.pk/
fest_00494,nust,NUST,Islamabad Capital Territory,Islamabad,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,605000,"Quantitative, Detail-oriented, Integrity",https://ugadmissions.nust.edu.pk/
fest_00495,nust,NUST,Islamabad Capital Territory,Islamabad,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,605000,"Analytical, Quantitative, Research-minded",https://ugadmissions.nust.edu.pk/
fest_00496,nust,NUST,Islamabad Capital Territory,Islamabad,MBA,Masters,Business,2,16-year degree + test/interview.,605000,"Leadership, Strategy, Communication",https://ugadmissions.nust.edu.pk/
fest_00497,nust,NUST,Islamabad Capital Territory,Islamabad,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,605000,"Research, Strategy, Quantitative",https://ugadmissions.nust.edu.pk/
fest_00498,nust,NUST,Islamabad Capital Territory,Islamabad,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,605000,"Research, Persistence, Strategic",https://ugadmissions.nust.edu.pk/
fest_00499,pieas,PIEAS,Islamabad Capital Territory,Islamabad,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,517499,"Quantitative, Practical, Problem-solving",https://pieas.edu.pk/admissions
fest_00500,pieas,PIEAS,Islamabad Capital Territory,Islamabad,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,517499,"Hands-on, Analytical, Systems-thinking",https://pieas.edu.pk/admissions
fest_00501,pieas,PIEAS,Islamabad Capital Territory,Islamabad,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,517499,"Detail-oriented, Field-ready, Analytical",https://pieas.edu.pk/admissions
fest_00502,pieas,PIEAS,Islamabad Capital Territory,Islamabad,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,517499,"Logical, Coding, Teamwork",https://pieas.edu.pk/admissions
fest_00503,pieas,PIEAS,Islamabad Capital Territory,Islamabad,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,517499,"Research, Analytical, Design",https://pieas.edu.pk/admissions
fest_00504,pieas,PIEAS,Islamabad Capital Territory,Islamabad,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,517499,"Research, Innovation, Persistence",https://pieas.edu.pk/admissions
fest_00505,pieas,PIEAS,Islamabad Capital Territory,Islamabad,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,517499,"Analytical, Logical, Problem-solver",https://pieas.edu.pk/admissions
fest_00506,pieas,PIEAS,Islamabad Capital Territory,Islamabad,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,517499,"Detail-oriented, Teamwork, Coding",https://pieas.edu.pk/admissions
fest_00507,pieas,PIEAS,Islamabad Capital Territory,Islamabad,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,517499,"Quantitative, Curious, Analytical",https://pieas.edu.pk/admissions
fest_00508,pieas,PIEAS,Islamabad Capital Territory,Islamabad,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,517499,"Innovative, Analytical, Math-friendly",https://pieas.edu.pk/admissions
fest_00509,pieas,PIEAS,Islamabad Capital Territory,Islamabad,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,517499,"Research-minded, Persistent, Coding",https://pieas.edu.pk/admissions
fest_00510,pieas,PIEAS,Islamabad Capital Territory,Islamabad,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,517499,"Research, Persistence, Innovation",https://pieas.edu.pk/admissions
fest_00511,ist,Institute of Space Technology (IST),Islamabad Capital Territory,Islamabad,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,431249,"Analytical, Logical, Problem-solver",https://www.ist.edu.pk/admissions
